ID	Demand	x	y	Fcand	Fcost	Fcap
227	30	500332.5625	3840127.75	0	0	0	
228	30	500523.25	3840127.75	0	100000000	50000	
229	30	499950.7813	3840359	0	0	0	
230	30	500141.75	3840359	0	0	0	
231	30	500332.5625	3840359	0	0	0	
232	30	500523.25	3840359	0	0	0	
233	30	499950.75	3840590.25	0	0	0	
234	30	500141.75	3840590.25	0	0	0	
235	30	500332.5625	3840590.25	0	0	0	
236	30	500523.2188	3840590.25	0	0	0	
237	30	499950.7188	3840821.5	0	100000000	50000	
238	30	500141.75	3840821.25	0	0	0	
239	30	500332.5625	3840821.25	0	0	0	
240	30	500523.2188	3840821.5	0	0	0	
241	393	509872.5	3849376	0	0	0	
242	385	510065.1563	3849376	0	0	0	
243	385	510255.9688	3849376	0	0	0	
244	377	510444.8125	3849376	0	0	0	
245	395	509872.4375	3849606.5	0	0	0	
246	388	510065.1563	3849606.5	0	0	0	
247	388	510256	3849606.5	0	0	0	
248	379	510444.75	3849606.5	0	0	0	
249	395	509872.375	3849837.5	0	100000000	70000	
250	388	510065.1563	3849837.5	0	0	0	
251	388	510256	3849837.5	0	0	0	
252	379	510444.6875	3849837.5	0	0	0	
253	398	509872.3125	3850069.25	0	0	0	
254	390	510065.1563	3850069.5	0	0	0	
255	390	510256	3850069.5	0	0	0	
256	381	510444.625	3850069.5	0	0	0	
257	451	506055.5625	3854923	0	0	0	
258	442	506248.4375	3854922.75	0	0	0	
259	442	506439.2813	3854923	0	100000000	90000	
260	430	506627.7813	3854923.25	0	0	0	
261	449	506055.4688	3855154.75	0	0	0	
262	439	506248.4688	3855154.75	0	0	0	
263	439	506439.2813	3855154.75	0	0	0	
264	429	506628.0313	3855154.75	0	0	0	
265	449	506055.4375	3855386	0	0	0	
266	439	506248.4688	3855386	0	0	0	
267	439	506439.2813	3855386	0	0	0	
268	448	506629.4688	3855390.75	0	0	0	
269	446	506055.3438	3855616.25	0	0	0	
270	436	506248.4688	3855616.25	0	0	0	
271	437	506439.2813	3855616.5	0	0	0	
272	410	506626.75	3855621	0	0	0	
273	1462	499950.8438	3854922.25	0	0	0	
274	1464	500141.75	3854922	0	0	0	
275	1463	500332.5625	3854922	0	0	0	
276	1452	500522.9063	3854922.25	0	0	0	
277	1445	499950.75	3855154.75	0	0	0	
278	1443	500141.75	3855154.75	0	0	0	
279	1443	500332.5625	3855154.75	0	0	0	
280	1436	500522.9688	3855154.75	0	0	0	
281	1445	499950.75	3855386	0	100000000	90000	
282	1443	500141.75	3855386	0	0	0	
283	1443	500332.5625	3855386	0	0	0	
284	1436	500522.9688	3855386	0	0	0	
285	1426	499950.6563	3855615.75	0	0	0	
286	1419	500141.75	3855615.25	0	0	0	
287	1420	500332.5938	3855615.5	0	0	0	
288	1418	500523.0313	3855615.75	0	0	0	
289	1679	499950.75	3847525.25	0	0	0	
290	1677	500141.75	3847525	0	0	0	
291	1676	500332.5625	3847525	0	0	0	
292	1669	500523.0625	3847525.25	0	100000000	90000	
293	1670	499950.7188	3847757	0	0	0	
294	1667	500141.75	3847757	0	0	0	
295	1667	500332.5625	3847757	0	0	0	
296	1661	500523.0938	3847757	0	0	0	
297	1670	499950.7188	3847988	0	100000000	90000	
298	1667	500141.75	3847988	0	0	0	
299	1667	500332.5625	3847988	0	0	0	
300	1661	500523.0938	3847988	0	0	0	
301	1659	499950.6563	3848218.5	0	0	0	
302	1653	500141.75	3848218.25	0	0	0	
303	1654	500332.5938	3848218.25	0	0	0	
304	1651	500523.125	3848218.5	0	0	0	
305	994	506058.3438	3847520.75	0	0	0	
306	1031	506248.4375	3847525.75	0	100000000	90000	
307	1031	506439.2813	3847525.75	0	0	0	
308	1021	506629.2188	3847526	0	0	0	
309	1069	506056.0625	3847750	0	0	0	
310	1032	506248.4688	3847757	0	0	0	
311	1032	506439.2813	3847757	0	0	0	
312	1023	506629.3438	3847757	0	0	0	
313	1056	506056.375	3847986.5	0	0	0	
314	1032	506248.4688	3847988	0	0	0	
315	1032	506439.2813	3847988	0	0	0	
316	1021	506629.1563	3847988	0	0	0	
317	1041	506056.6563	3848219.25	0	0	0	
318	1031	506248.4688	3848219.25	0	0	0	
319	1031	506439.3125	3848219.25	0	0	0	
320	1020	506629	3848219.25	0	0	0	
321	415	512162.6875	3847527.25	0	0	0	
322	408	512355.1563	3847527.25	0	0	0	
323	408	512546	3847527.5	0	0	0	
324	400	512735.125	3847527.5	0	0	0	
325	421	512162.625	3847757	0	0	0	
326	414	512355.1563	3847757	0	0	0	
327	414	512546	3847757	0	0	0	
328	406	512735.0625	3847757	0	0	0	
329	422	512162.5313	3847988	0	0	0	
330	414	512355.1563	3847988	0	0	0	
331	414	512546	3847988	0	0	0	
332	406	512735	3847988	0	0	0	
333	427	512162.4688	3848220.75	0	0	0	
334	419	512355.1875	3848220.75	0	0	0	
335	419	512546	3848220.75	0	100000000	70000	
336	411	512734.9063	3848221	0	0	0	
337	137	509874.4375	3841978.5	0	0	0	
338	138	510065.1563	3841978.5	0	0	0	
339	138	510255.9688	3841978.5	0	0	0	
340	138	510446.9375	3841978.75	0	0	0	
341	139	509874.4063	3842208.5	0	100000000	50000	
342	139	510065.1563	3842208.5	0	0	0	
343	139	510256	3842208.5	0	0	0	
344	139	510446.875	3842208.5	0	0	0	
345	139	509874.3438	3842439.75	0	0	0	
346	139	510065.1563	3842439.75	0	0	0	
347	139	510256	3842439.75	0	0	0	
348	139	510446.8125	3842439.75	0	0	0	
349	140	509874.2813	3842672	0	0	0	
350	141	510065.1563	3842672	0	0	0	
351	141	510256	3842672.25	0	0	0	
352	141	510446.75	3842672.25	0	0	0	
353	284	507584.3125	3841978	0	0	0	
354	284	507775.125	3841978	0	0	0	
355	283	507965.9688	3841978	0	100000000	50000	
356	283	508156.8125	3841978	0	0	0	
357	285	507584.2813	3842208.5	0	0	0	
358	285	507775.125	3842208.5	0	0	0	
359	285	507965.9688	3842208.5	0	0	0	
360	285	508156.75	3842208.5	0	0	0	
361	285	507584.2188	3842439.75	0	0	0	
362	285	507775.125	3842439.75	0	0	0	
363	285	507965.9688	3842439.75	0	0	0	
364	285	508156.7188	3842439.75	0	0	0	
365	287	507584.1875	3842671.5	0	0	0	
366	287	507775.125	3842671.5	0	0	0	
367	287	507965.9688	3842671.5	0	0	0	
368	287	508156.6563	3842671.5	0	0	0	
369	282	506057.5938	3841977.75	0	0	0	
370	277	506246.9063	3841978.25	0	0	0	
371	286	506437.6875	3841977	0	0	0	
372	281	506630.0625	3841977.75	0	0	0	
373	283	506057.5625	3842208.5	0	0	0	
374	282	506248.4688	3842208.5	0	0	0	
375	282	506439.2813	3842208.5	0	0	0	
376	282	506630.0313	3842208.5	0	0	0	
377	283	506057.5313	3842439.75	0	100000000	50000	
378	282	506248.4688	3842439.75	0	0	0	
379	282	506439.2813	3842439.75	0	0	0	
380	282	506630	3842439.75	0	0	0	
381	283	506057.5	3842671.25	0	0	0	
382	283	506248.4375	3842671.25	0	0	0	
383	283	506439.3125	3842671.25	0	0	0	
384	283	506629.9688	3842671.25	0	0	0	
385	440	503767.4688	3841977.25	0	0	0	
386	439	503958.4375	3841977.5	0	0	0	
387	439	504149.2813	3841977.5	0	0	0	
388	439	504340.0313	3841977.5	0	0	0	
389	440	503767.4375	3842208.5	0	0	0	
390	439	503958.4375	3842208.5	0	0	0	
391	439	504149.2813	3842208.5	0	0	0	
392	439	504340	3842208.5	0	0	0	
393	440	503767.4375	3842439.75	0	0	0	
394	439	503958.4375	3842439.75	0	0	0	
395	439	504149.2813	3842439.75	0	100000000	70000	
396	439	504340	3842439.75	0	0	0	
397	440	503767.4063	3842671	0	0	0	
398	440	503958.4375	3842671	0	0	0	
399	440	504149.2813	3842671	0	0	0	
400	439	504339.9688	3842671	0	0	0	
401	565	501477.4375	3841977.25	0	0	0	
402	564	501668.4063	3841977.25	0	0	0	
403	564	501859.25	3841977.25	0	0	0	
404	563	502049.9063	3841977.25	0	0	0	
405	565	501477.4063	3842208.5	0	0	0	
406	564	501668.4063	3842208.5	0	0	0	
407	564	501859.25	3842208.5	0	0	0	
408	562	502049.9063	3842208.5	0	0	0	
409	565	501477.4063	3842439.75	0	0	0	
410	564	501668.4063	3842439.75	0	0	0	
411	564	501859.25	3842439.75	0	0	0	
412	562	502049.875	3842439.75	0	0	0	
413	564	501477.375	3842670.75	0	0	0	
414	563	501668.4375	3842670.75	0	0	0	
415	563	501859.25	3842670.75	0	100000000	90000	
416	562	502049.875	3842670.75	0	0	0	
417	73	499950.75	3841977.25	0	0	0	
418	73	500141.75	3841977.25	0	0	0	
419	73	500331.9688	3841977.5	0	0	0	
420	73	500522.5938	3841977	0	0	0	
421	73	499950.75	3842208.5	0	0	0	
422	73	500141.75	3842208.5	0	0	0	
423	73	500332.5625	3842208.5	0	0	0	
424	73	500523.1875	3842208.5	0	0	0	
425	73	499950.7188	3842439.75	0	0	0	
426	73	500141.75	3842439.75	0	0	0	
427	73	500332.5625	3842439.75	0	0	0	
428	73	500523.1875	3842439.75	0	100000000	50000	
429	73	499950.6875	3842670.75	0	0	0	
430	73	500141.75	3842670.75	0	0	0	
431	73	500332.5938	3842670.75	0	0	0	
432	73	500523.1875	3842670.75	0	0	0	
433	132	497660.8438	3844751.25	0	0	0	
434	132	497851.7188	3844751.25	0	0	0	
435	132	498042.5625	3844751.25	0	0	0	
436	132	498233.2813	3844751.25	0	0	0	
437	132	497660.8125	3844982.75	0	0	0	
438	132	497851.7188	3844982.75	0	100000000	50000	
439	132	498042.5625	3844982.75	0	0	0	
440	131	498233.2813	3844982.75	0	0	0	
441	132	497660.8125	3845214	0	0	0	
442	132	497851.7188	3845214	0	0	0	
443	132	498042.5625	3845214	0	0	0	
444	131	498233.2813	3845214	0	0	0	
445	131	497660.7813	3845444.75	0	0	0	
446	131	497851.7188	3845444.5	0	0	0	
447	131	498042.5625	3845444.5	0	0	0	
448	131	498233.3438	3845444.5	0	0	0	
449	2359	499950.7188	3844751.25	0	0	0	
450	2355	500141.75	3844751	0	0	0	
451	2355	500332.5625	3844751	0	0	0	
452	2346	500523.125	3844751.25	0	0	0	
453	2351	499950.7188	3844982.75	0	0	0	
454	2346	500141.75	3844982.75	0	0	0	
455	2346	500332.5625	3844982.75	0	0	0	
456	2339	500523.125	3844982.75	0	0	0	
457	2351	499950.7188	3845214	0	0	0	
458	2346	500141.75	3845214	0	0	0	
459	2346	500332.5625	3845214	0	100000000	90000	
460	2339	500523.125	3845214	0	0	0	
461	2340	499950.6875	3845444.5	0	0	0	
462	2333	500141.75	3845444.5	0	0	0	
463	2334	500332.5938	3845444.5	0	0	0	
464	2329	500523.1563	3845444.5	0	0	0	
465	1568	501477.3438	3844751.25	0	0	0	
466	1563	501668.4375	3844751.25	0	0	0	
467	1565	501859.25	3844751.25	0	0	0	
468	1558	502049.7188	3844751.25	0	0	0	
469	1564	501477.3125	3844982.75	0	100000000	90000	
470	1559	501668.4063	3844982.75	0	0	0	
471	1559	501859.25	3844982.75	0	0	0	
472	1553	502049.7188	3844982.75	0	0	0	
473	1564	501477.3125	3845214	0	0	0	
474	1559	501668.4063	3845214	0	0	0	
475	1559	501859.25	3845214	0	0	0	
476	1553	502049.7188	3845214	0	0	0	
477	1557	501477.2813	3845444.5	0	0	0	
478	1577	501669.9063	3845445.25	0	0	0	
479	1530	501860.6563	3845444	0	0	0	
480	1547	502049.7188	3845444.5	0	0	0	
481	1750	503767.1875	3844751.5	0	0	0	
482	1743	503958.4375	3844751.25	0	0	0	
483	1742	504149.2813	3844751.5	0	0	0	
484	1734	504339.6875	3844751.5	0	0	0	
485	1749	503767.1563	3844982.75	0	0	0	
486	1741	503958.4375	3844982.75	0	0	0	
487	1741	504149.2813	3844982.75	0	0	0	
488	1733	504339.6875	3844982.75	0	0	0	
489	1749	503767.1563	3845214	0	0	0	
490	1741	503958.4375	3845214	0	100000000	90000	
491	1741	504149.2813	3845214	0	0	0	
492	1732	504339.6563	3845214	0	0	0	
493	1745	503767.0938	3845444.75	0	0	0	
494	1735	503958.4375	3845444.75	0	0	0	
495	1736	504149.2813	3845444.75	0	0	0	
496	1728	504339.625	3845444.75	0	0	0	
497	1122	506057.1563	3844751.75	0	0	0	
498	1116	506248.4375	3844751.75	0	0	0	
499	1116	506439.2813	3844751.75	0	0	0	
500	1109	506629.5625	3844751.75	0	0	0	
501	1124	506057.125	3844982.75	0	0	0	
502	1118	506248.4688	3844982.75	0	0	0	
503	1118	506439.2813	3844982.75	0	0	0	
504	1111	506629.5313	3844982.75	0	0	0	
505	1124	506057.0625	3845214	0	0	0	
506	1118	506248.4688	3845214	0	0	0	
507	1118	506439.2813	3845214	0	0	0	
508	1111	506629.5	3845214	0	0	0	
509	1125	506057.0313	3845445.25	0	0	0	
510	1119	506248.4688	3845445.25	0	0	0	
511	1119	506439.2813	3845445.25	0	0	0	
512	1112	506629.4688	3845445.25	0	0	0	
513	704	507583.75	3844752	0	0	0	
514	699	507775.125	3844752	0	0	0	
515	699	507965.9688	3844752	0	0	0	
516	695	508156.1875	3844752	0	0	0	
517	707	507583.7188	3844982.75	0	0	0	
518	703	507775.125	3844982.75	0	0	0	
519	703	507965.9688	3844982.75	0	0	0	
520	698	508156.125	3844982.75	0	0	0	
521	707	507583.6563	3845214	0	0	0	
522	703	507775.125	3845214	0	0	0	
523	703	507965.9688	3845214	0	0	0	
524	697	508156.0938	3845214	0	0	0	
525	710	507583.625	3845445.5	0	0	0	
526	705	507775.125	3845445.5	0	0	0	
527	705	507965.9688	3845445.5	0	100000000	90000	
528	700	508156.0313	3845445.5	0	0	0	
529	254	509873.75	3844752.5	0	0	0	
530	252	510065.1563	3844752.5	0	0	0	
531	252	510255.9688	3844752.75	0	0	0	
532	250	510446.1875	3844752.75	0	0	0	
533	256	509873.8125	3844982.75	0	0	0	
534	254	510065.1563	3844982.75	0	0	0	
535	254	510256	3844982.75	0	0	0	
536	253	510446.2188	3844982.75	0	0	0	
537	256	509873.7813	3845214	0	0	0	
538	254	510065.1563	3845214	0	0	0	
539	254	510256	3845214	0	0	0	
540	253	510446.25	3845214	0	0	0	
541	258	509873.625	3845446	0	100000000	50000	
542	257	510065.1563	3845446	0	0	0	
543	257	510256	3845446	0	0	0	
544	255	510446.0625	3845446	0	0	0	
545	207	512163.5938	3844753.25	0	0	0	
546	206	512355.1563	3844753.25	0	0	0	
547	205	512546	3844753.25	0	100000000	50000	
548	204	512736.0938	3844753.5	0	0	0	
549	210	512163.5313	3844982.75	0	0	0	
550	209	512355.1563	3844982.75	0	0	0	
551	209	512546	3844982.75	0	0	0	
552	207	512736.0313	3844982.75	0	0	0	
553	211	512163.4375	3845214	0	0	0	
554	209	512355.1563	3845214	0	0	0	
555	209	512546	3845214	0	0	0	
556	207	512735.9688	3845214	0	0	0	
557	214	512163.375	3845446.75	0	0	0	
558	212	512355.1875	3845446.75	0	0	0	
559	212	512546	3845446.75	0	0	0	
560	210	512735.875	3845446.75	0	0	0	
561	427	513690.1875	3844753.75	0	0	0	
562	423	513881.8438	3844753.75	0	0	0	
563	423	514072.6563	3844754	0	0	0	
564	419	514262.7188	3844754	0	0	0	
565	436	513690.125	3844982.75	0	0	0	
566	432	513881.8438	3844982.75	0	0	0	
567	432	514072.6875	3844982.75	0	0	0	
568	428	514262.625	3844982.75	0	0	0	
569	436	513690.0313	3845214	0	100000000	70000	
570	432	513881.8438	3845214	0	0	0	
571	432	514072.6875	3845214	0	0	0	
572	428	514262.5625	3845214	0	0	0	
573	445	513689.9688	3845447.25	0	0	0	
574	440	513881.8438	3845447.25	0	0	0	
575	440	514072.6875	3845447.25	0	0	0	
576	436	514262.4688	3845447.5	0	0	0	
577	383	515980.1563	3844754.75	0	0	0	
578	380	516171.8438	3844754.75	0	100000000	70000	
579	379	516362.6875	3844754.75	0	0	0	
580	375	516552.5938	3844755	0	0	0	
581	395	515980.0625	3844982.75	0	0	0	
582	391	516171.875	3844982.75	0	0	0	
583	391	516362.6875	3844982.75	0	0	0	
584	386	516552.5	3844982.75	0	0	0	
585	395	515979.9688	3845214	0	0	0	
586	391	516171.875	3845214	0	0	0	
587	391	516362.6875	3845214	0	0	0	
588	386	516552.4063	3845213.75	0	0	0	
589	406	515979.875	3845448.25	0	0	0	
590	401	516171.875	3845448.25	0	0	0	
591	401	516362.7188	3845448.25	0	0	0	
592	397	516552.2813	3845448.25	0	0	0	
593	108	515979.1875	3847528.75	0	0	0	
594	106	516171.8438	3847528.75	0	0	0	
595	106	516362.6875	3847529	0	0	0	
596	104	516551.5313	3847529	0	0	0	
597	111	515979.5	3847757	0	0	0	
598	109	516171.875	3847757	0	0	0	
599	109	516362.6875	3847757	0	0	0	
600	107	516551.875	3847757	0	0	0	
601	111	515979.1875	3847988.25	0	0	0	
602	109	516171.875	3847988	0	0	0	
603	109	516362.6875	3847988	0	0	0	
604	107	516551.625	3847988	0	0	0	
605	114	515978.8125	3848222.25	0	0	0	
606	112	516171.875	3848222.25	0	0	0	
607	112	516362.7188	3848222.25	0	100000000	50000	
608	109	516551.1875	3848222.25	0	0	0	
609	205	513689.6875	3847527.5	0	100000000	50000	
610	203	513881.8438	3847527.25	0	0	0	
611	203	514072.625	3847527.5	0	0	0	
612	208	514263.3125	3847533.5	0	0	0	
613	209	513689.5	3847757	0	0	0	
614	206	513881.8438	3847757	0	0	0	
615	206	514072.6875	3847757	0	0	0	
616	193	514260.5	3847762.25	0	0	0	
617	210	513689.25	3847988.25	0	0	0	
618	206	513881.8438	3847988	0	0	0	
619	206	514072.6875	3847988	0	0	0	
620	202	514261.7813	3847988	0	0	0	
621	214	513689.0313	3848221.25	0	0	0	
622	209	513881.8438	3848221.25	0	0	0	
623	210	514072.6875	3848221.5	0	0	0	
624	205	514261.5	3848221.5	0	0	0	
625	1107	509872.9688	3847526.5	0	0	0	
